,id,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL,unique ID
bs4,68,Piccolino,"Cabot Circus, Broad Weir, Bristol BS1 3BZ",Cabot Circus,Broad Weir,Bristol,BS1 3BZ,FC47+Q9 Bristol,individualrestaurants.com,0117 929 3255,"opera.grill@individualrestaurants.com,Opera.Grill@Individualrestaurants.com",51.4569144,-2.5865756,Yes,Yes,Italian restaurant,3.9,159 reviews,,251+ Photos,https://lh5.googleusercontent.com/p/AF1QipNAusW61K021MkU33L-GRFcMZ1JtRtz9zXsI5kY=w408-h306-k-no,,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–10:30pm,"https://www.google.com/maps/place/Piccolino/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e716ce4288b:0x8335a13b4f289ae3!8m2!3d51.4569144!4d-2.5865756?hl=en",Piccolino51.4569144-2.5865756
bs4,67,Sagar,"45 Greenleaze, Bristol BS4 2TL",,45 Greenleaze,Bristol,BS4 2TL,CCJM+6V Bristol,sagarbristol.co.uk,0117 977 9249,,51.4305606,-2.5653093,No,No,Indian takeaway,3.5,24 reviews,,5 Photos,https://lh5.googleusercontent.com/p/AF1QipNqgPQxMiqlYfw1a9lNuYtwY8x9Zi4V135WbJ4U=w408-h306-k-no,,5–11pm,5–11pm,5–11pm,5–11pm,5pm–12am,5pm–12am,5–11pm,"https://www.google.com/maps/place/Sagar/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718eec67626ddd:0xb1c1d6fc4c1a7ef!8m2!3d51.4305606!4d-2.5653093?hl=en",Sagar51.4305606-2.5653093
bs4,66,wagamama,"Glass House Ln, Bristol BS1 3BX",,Glass House Ln,Bristol,BS1 3BX,FC58+73 Bristol,wagamama.com,0117 927 7674,press@wagamama.com,51.4581455,-2.584756,No,Yes,Japanese restaurant,4.2,487 reviews,,235+ Photos,https://lh5.googleusercontent.com/p/AF1QipN7htmrl6Irtg0OXF9D6A9HXlVSilljAbrcvORc=w408-h236-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11am–11pm,11:30am–9:30pm,"https://www.google.com/maps/place/wagamama/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e71af51890b:0x6dd04ba381539d9f!8m2!3d51.4581455!4d-2.584756?hl=en",wagamama51.4581455-2.584756
bs4,65,Côte Brasserie - Bristol (Quakers Friars),"6-8 Quakers Friars, Bristol BS1 3BU",,6-8 Quakers Friars,Bristol,BS1 3BU,FC57+32 Bristol,cote.co.uk,0117 428 9958,"TEST@lTEST.com,barnes@cote.co.uk,amersham@cote.co.uk,bank@cote.co.uk,barbican@cote.co.uk,basingstoke@cote.co.uk,bath@cote.co.uk,battersearise@cote.co.uk,birmingham@cote.co.uk,bishopsstortford@cote.co.uk,blackheath@cote.co.uk,bluewater@cote.co.uk,Bournemouth@cote-restaurants.co.uk,brighton@cote.co.uk,clifton@cote.co.uk,quakersfriars@cote.co.uk,bury@cote.co.uk,cambridge@cote.co.uk,canterbury@cote.co.uk,cardiffbay@cote.co.uk,cardiffcentral@cote.co.uk,charlottestreet@cote.co.uk,chelmsford@cote.co.uk,cheltenham@cote.co.uk,chester@cote.co.uk,chichester@cote.co.uk,chislehurst@cote.co.uk,chiswick@cote.co.uk,cirencester@cote.co.uk,cobham@cote.co.uk,coventgarden@cote.co.uk,dorchester@cote.co.uk,dorking@cote.co.uk,ealing@cote.co.uk,edinburgh@cote.co.uk,esher@cote.co.uk,exeter@cote.co.uk,farnham@cote.co.uk,fulham@cote.co.uk,glasgow@cote.co.uk,Gloucester@cote.co.uk,godalming@cote.co.uk,guildford@cote.co.uk,hampstead@cote.co.uk,Harpenden@cote.co.uk,harrogate@cote.co.uk,haysgalleria@cote.co.uk,haywardsheath@cote.co.uk,highgate@cote.co.uk,horsham@cote.co.uk,islington@cote.co.uk,kensington@cote.co.uk,kingston@cote.co.uk,leamingtonspa@cote.co.uk,leeds@cote.co.uk,lewes@cote.co.uk,liverpool@cote.co.uk,maidstone@cote.co.uk,manchester@cote.co.uk,marketplace@cote.co.uk,marlow@cote.co.uk,marylebone@cote.co.uk,muswellhill@cote.co.uk,newbury@cote.co.uk,newcastle@cote.co.uk,norwich@cote.co.uk,oxford@cote.co.uk,parsonsgreen@cote.co.uk,peterborough@cote.co.uk,reading@cote.co.uk,reigate@cote.co.uk,richmond@cote.co.uk,royalfestivalhall@cote.co.uk,salisbury@cote.co.uk,sevenoaks@cote.co.uk,shrewsbury@cote.co.uk,sloanesquare@cote.co.uk,soho@cote.co.uk,stalbans@cote.co.uk,stchristophersplace@cote.co.uk,skd@cote.co.uk,stmartinslane@cote.co.uk,stpauls@cote.co.uk,teddington@cote.co.uk,tunbridgewells@cote.co.uk,watford@cote.co.uk,welwyngardencity@cote.co.uk,westbridgford@cote.co.uk,westbournegrove@cote.co.uk,weybridge@cote.co.uk,wimbledon@cote.co.uk,winchester@cote.co.uk,windsor@cote.co.uk,woking@cote.co.uk,wokingham@cote.co.uk,worcester@cote.co.uk,york@cote.co.uk",51.4576723,-2.5873941,No,Yes,French restaurant,4.4,146 reviews,,71+ Photos,https://lh5.googleusercontent.com/p/AF1QipMy5eKuP_M9Hf1NT31Vuq1W3E-yly2B0KngqgT9=w408-h229-k-no,,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,9am–11pm,9am–10:30pm,"https://www.google.com/maps/place/C%C3%B4te+Brasserie+-+Bristol+(Quakers+Friars)/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e70e2f50eb5:0xf133160a37a9fa92!8m2!3d51.4576723!4d-2.5873941?hl=en",Côte Brasserie - Bristol (Quakers Friars)51.4576723-2.5873941
bs4,64,The Mayfair,"21 Filwood Broadway, Bristol BS4 1JL",,21 Filwood Broadway,Bristol,BS4 1JL,CCG7+2V Bristol,,0117 966 2146,,51.4251042,-2.5853445,No,No,Fish and chips takeaway,4.2,28 reviews,,,//geo0.ggpht.com/cbk?panoid=6ZnkjZYzdWbUHa1Op2N38Q&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=127.476364&pitch=0&thumbfov=100,,"11:30am–2pm, 5–11pm",Closed,"11:30am–2pm, 5–11pm","11:30am–2pm, 5–11pm","11:30am–2pm, 5–11pm","11:30am–2pm, 5–11pm",5–11pm,"https://www.google.com/maps/place/The+Mayfair/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e98c16bdc51:0xc53708b69dc30766!8m2!3d51.4251042!4d-2.5853445?hl=en",The Mayfair51.4251042-2.5853445
bs4,63,Wok Station,"91 Wick Rd, Bristol BS4 4HE",,91 Wick Rd,Bristol,BS4 4HE,CCQX+97 Bristol,wok-station.co.uk,0117 971 7111,,51.4384278,-2.5517589,No,Yes,Chinese Takeaway,3.8,27 reviews,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipN16iELq3lkd39myie9VVGAx1dUSSRvsdlYkiR_=w408-h565-k-no,,Closed,5:30–10pm,5:30–10pm,5:30–10pm,5–10:30pm,5–10:30pm,5–10pm,"https://www.google.com/maps/place/Wok+Station/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718efb8dcea63f:0x6d1c66a381cd5ec6!8m2!3d51.4384278!4d-2.5517589?hl=en",Wok Station51.4384278-2.5517589
bs4,62,Five Guys,"46 Cabot Circus, Bristol BS1 3BX",,46 Cabot Circus,Bristol,BS1 3BX,FC58+74 Bristol,fiveguys.com,0117 925 6979,press@fiveguys.com,51.4581877,-2.5846904,No,Yes,Fast food restaurant,4.2,717 reviews,,137+ Photos,https://lh5.googleusercontent.com/p/AF1QipPRU1NeBZ_P8-ElY97hELPbGUCVq2UvyFlFkh2c=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,10:30am–12am,10:30am–12am,11am–11pm,"https://www.google.com/maps/place/Five+Guys/@51.4423737,-2.5632077,14z/data=!3m1!5s0x48718e71ac14a4e5:0xd1063be34f02750b!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e76c17492e5:0x6a95f465dc311dc1!8m2!3d51.4581877!4d-2.5846904?hl=en",Five Guys51.4581877-2.5846904
bs4,61,Caspian Fish Bar,"68 Leinster Ave, Bristol BS4 1NL",,68 Leinster Ave,Bristol,BS4 1NL,CCG5+85 Bristol,,0117 963 3348,,51.4258277,-2.5920647,No,Yes,Fish and chips takeaway,4.3,44 reviews,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipNzS2oaALV0n7X3LQUsVP0BG9kCmL-7Xa2RHEeN=w408-h317-k-no,,"11:30am–2pm, 5–10pm","11:30am–2pm, 5–10pm","11:30am–2pm, 5–10pm","11:30am–2pm, 5–10pm","11:30am–2pm, 5–10pm","11:30am–2pm, 5–10pm",Closed,"https://www.google.com/maps/place/Caspian+Fish+Bar/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e9fd693b3b9:0xa504fbcff3eb9018!8m2!3d51.4258277!4d-2.5920647?hl=en",Caspian Fish Bar51.4258277-2.5920647
bs4,60,Dine At Dayzeeks,"31 Brislington Hill, Bristol BS4 5BE",,31 Brislington Hill,Bristol,BS4 5BE,CFM3+97 Bristol,dineatdayzeeks.co.uk,0117 329 4200,"casework@ico.org.uk,privacy@orderyoyo.com",51.4333765,-2.5467873,No,Yes,Caribbean restaurant,4.5,24 reviews,,18 Photos,https://lh5.googleusercontent.com/p/AF1QipMHtty0wMRoGERltUjXD-6BTC8SbC5__DQ_mUqx=w408-h544-k-no,,Closed,5–10pm,5–10pm,5–10pm,5–11pm,3–11pm,3–8pm,"https://www.google.com/maps/place/Dine+At+Dayzeeks/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718ee2e886f151:0x5baf6b38dcfb2e04!8m2!3d51.4333765!4d-2.5467873?hl=en",Dine At Dayzeeks51.4333765-2.5467873
bs4,59,St Anne's Kitchen,"6 Wootton Rd, Bristol BS4 4AL",,6 Wootton Rd,Bristol,BS4 4AL,FF33+FR Bristol,,,,51.4537082,-2.5454551,No,No,Chinese Takeaway,4.8,21 reviews,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipOzPSXxiwTJFHJwYP80IbUA10m3W55S9fpba6Qv=w408-h544-k-no,,"12–2pm, 5–10pm","12–2pm, 5–10pm","12–2pm, 5–10pm","12–2pm, 5–10pm","12–2pm, 5–10pm","12–2pm, 5–10pm",Closed,"https://www.google.com/maps/place/St+Anne's+Kitchen/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718fad25c2c6f5:0x17d17242ccb4f026!8m2!3d51.4537082!4d-2.5454551?hl=en",St Anne's Kitchen51.4537082-2.5454551
bs4,58,The Real Greek - Bristol,"84A Glass House Ln, Bristol BS1 3BX",,84A Glass House Ln,Bristol,BS1 3BX,FC57+9P Bristol,,0117 990 2170,,51.4584418,-2.5856732,No,Yes,Greek restaurant,4.4,243 reviews,,207+ Photos,https://lh5.googleusercontent.com/p/AF1QipMsRAmC_r42twPeYWmCvWCBqRvJJnnEcYZ5nM5y=w408-h294-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/The+Real+Greek+-+Bristol/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e71b98f8f21:0x2f59776f331b5570!8m2!3d51.4584418!4d-2.5856732?hl=en",The Real Greek - Bristol51.4584418-2.5856732
bs4,57,Urban Tandoor Bristol,"13 Small St, Bristol BS1 1DE",,13 Small St,Bristol,BS1 1DE,FC43+4V Bristol,urban-tandoor.com,0117 929 9222,info@urban-tandoor.com,51.4553004,-2.595369,No,Yes,Indian restaurant,4.6,553 reviews,,238+ Photos,https://lh5.googleusercontent.com/p/AF1QipM6OSBC8zRD0Ed1JOO1GAjjZKhNg5cZt-lgCBaU=w408-h271-k-no,,5–10:45pm,5–10:45pm,5–10:45pm,5–10:45pm,5–10:45pm,5–10:45pm,5–9:45pm,"https://www.google.com/maps/place/Urban+Tandoor+Bristol/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e77fa432ded:0xdc9ae7f6d0604e19!8m2!3d51.4553004!4d-2.595369?hl=en",Urban Tandoor Bristol51.4553004-2.595369
bs4,56,Miss Millies Fried Chicken,"1 The Concourse, Bristol BS4 5BG",,1 The Concourse,Bristol,BS4 5BG,CFM2+JV Bristol,missmillies.co.uk,0117 977 1870,info@missmillies.co.uk,51.4340875,-2.5478678,No,Yes,Fried chicken takeaway,3.8,67 reviews,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipNlVVeYf9KErQHGZqkj5rulBFP9jllrySg-Iqpt=w408-h544-k-no,,11am–12:30am,11am–12:30am,11am–12:30am,11am–12:30am,11am–2am,11am–3am,12pm–3am,"https://www.google.com/maps/place/Miss+Millies+Fried+Chicken/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718ee327ceedbb:0xcc93169068bcc37c!8m2!3d51.4340875!4d-2.5478678?hl=en",Miss Millies Fried Chicken51.4340875-2.5478678
bs4,55,Frankie & Benny's,"Hengrove Leisure Park, Hengrove Way, Bristol BS14 0HR",Hengrove Leisure Park,Hengrove Way,Bristol,BS14 0HR,CC87+G4 Bristol,frankieandbennys.com,01275 834725,,51.4163557,-2.5871368,No,Yes,Italian restaurant,3.8,450 reviews,,93+ Photos,https://lh5.googleusercontent.com/p/AF1QipO4sYqvDu2fLaNnbNPZ_xoIPGHpEoa79Xn-i7uq=w408-h229-k-no,,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,"https://www.google.com/maps/place/Frankie+%26+Benny's/@51.4163557,-2.6046463,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718ea6d9cc9409:0xe0adca54adb80a42!8m2!3d51.4163557!4d-2.5871368?hl=en",Frankie & Benny's51.4163557-2.5871368
bs4,54,Happy House,"3 Redcatch Rd, Bristol BS4 2EP",,3 Redcatch Rd,Bristol,BS4 2EP,CCMJ+XW Bristol,,0117 977 8709,,51.434993,-2.5676648,No,No,Chinese Takeaway,4.7,18 reviews,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipMiU1ly34te9wUmMvY1vV39bNlqVq2zbAbeNw_M=w408-h544-k-no,,5–10pm,Closed,Closed,5–10pm,5–10pm,5–10pm,5–10pm,"https://www.google.com/maps/place/Happy+House/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718ef298196ddf:0xc8ef9d0c7821af6a!8m2!3d51.434993!4d-2.5676648?hl=en",Happy House51.434993-2.5676648
bs4,53,The Lock Up,"182 Church Rd, Bristol BS5 9HX",,182 Church Rd,Bristol,BS5 9HX,FC5X+R9 Bristol,thelockupbristol.com,0117 329 0707,info@thelockupbristol.com,51.4595105,-2.5515385,No,Yes,Restaurant,4.7,352 reviews,,116+ Photos,https://lh5.googleusercontent.com/p/AF1QipMkCsJbeyM9rMHOv63qDpVvlxFCjvKW8ynCBlOb=w408-h229-k-no,,Closed,Closed,9am–11pm,9am–11pm,9am–11pm,10am–11pm,12–6:30pm,"https://www.google.com/maps/place/The+Lock+Up/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e4c3eec0ea3:0x282e806ac7ee877a!8m2!3d51.4595105!4d-2.5515385?hl=en",The Lock Up51.4595105-2.5515385
bs4,52,Brewers Fayre Wessex Flyer,"Hengrove Leisure Park, Hengrove Way, Bristol BS14 0HR",Hengrove Leisure Park,Hengrove Way,Bristol,BS14 0HR,CC87+X5 Bristol,brewersfayre.co.uk,01275 834340,,51.4174287,-2.5870657,No,Yes,Family restaurant,3.3,624 reviews,,115+ Photos,https://lh5.googleusercontent.com/p/AF1QipN3i2H4DQmhYsQ-q6EDyCqaIzEyUU2BciTfU53y=w408-h272-k-no,,"6:30–10:30am, 12–11pm","6:30–10:30am, 12–11pm","6:30–10:30am, 12–11pm","6:30–10:30am, 12–11pm","6:30–10:30am, 12–11pm","7–11am, 12–11pm","7–11am, 12–10:30pm","https://www.google.com/maps/place/Brewers+Fayre+Wessex+Flyer/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718ea582bf5f35:0x4601619fcd7fc69b!8m2!3d51.4174287!4d-2.5870657?hl=en",Brewers Fayre Wessex Flyer51.4174287-2.5870657
bs4,51,Siam Smile,"325 Church Rd, Bristol BS5 8AA",,325 Church Rd,Bristol,BS5 8AA,FF52+RF Bristol,siamsmilethai.co.uk,0117 954 0999,,51.4595278,-2.5488382,No,Yes,Thai restaurant,4.7,106 reviews,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipPtXiBNwhm7qt5YdEH8b72lRSXNEJDkSTVMcJQK=w408-h306-k-no,,Closed,"12–2:30pm, 6–11pm","12–2:30pm, 6–11pm","12–2:30pm, 6–11pm","12–2:30pm, 6–11pm","12–2:30pm, 6–11pm","12–2:30pm, 6–11pm","https://www.google.com/maps/place/Siam+Smile/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e4cec1220fd:0xf0911d1c2ed1b8d8!8m2!3d51.4595278!4d-2.5488382?hl=en",Siam Smile51.4595278-2.5488382
bs4,50,Delhi Flavour,"196 Church Rd, Bristol BS5 8AD",,196 Church Rd,Bristol,BS5 8AD,FC5X+RQ Bristol,delhiflavour.com,0117 329 3520,,51.459539,-2.5505729,No,Yes,Indian restaurant,4.6,57 reviews,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipMotiIY1JmA3wB61B_boSNK3wU0TZwXV2uQx0KV=w408-h725-k-no,,Closed,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11:30pm,5:30–11:30pm,5:30–11pm,"https://www.google.com/maps/place/Delhi+Flavour/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e4c58a760fd:0xc6c1ef40b8e3d42!8m2!3d51.459539!4d-2.5505729?hl=en",Delhi Flavour51.459539-2.5505729
bs4,49,The Barley Mow,"39 Barton Rd, St Philips, Bristol BS2 0LF",39 Barton Rd,St Philips,Bristol,BS2 0LF,FC3F+82 Bristol,barleymowbristol.com,0117 930 4709,"enquiries@bristolbeerfactory.co.uk,barleymow@bristolbeerfactory.co.uk,arnolfini@bristolbeerfactory.co.uk",51.453351,-2.57742,Yes,Yes,Pub,4.5,459 reviews,,119+ Photos,https://lh5.googleusercontent.com/p/AF1QipN7Fq_SZF92hxyycGfAnXzR6INBdKcZBo8zI13r=w408-h612-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11:30pm,12–11:30pm,12–10pm,"https://www.google.com/maps/place/The+Barley+Mow/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e65d6c75e8f:0x3df23c9972f4d808!8m2!3d51.453351!4d-2.57742?hl=en",The Barley Mow51.453351-2.57742
bs4,48,Best Spice,"180 Wells Rd, Bristol BS4 2AL",,180 Wells Rd,Bristol,BS4 2AL,CCQG+WM Bristol,bestspiceindian.com,0117 971 7758,info@bestspiceindian.com,51.4398609,-2.5732654,No,Yes,Indian takeaway,3.7,22 reviews,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipMjc2XaKrQ8ZPESklFbnL-2vLie-RZCvDfGffrz=w554-h200-k-no,,5:30–11pm,Closed,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,"https://www.google.com/maps/place/Best+Spice/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e8b814b6021:0x24d2f230ebfbbf04!8m2!3d51.4398609!4d-2.5732654?hl=en",Best Spice51.4398609-2.5732654
bs4,47,Friska @ HERE,"470 Bath Rd, Bristol BS4 3HG",,470 Bath Rd,Bristol,BS4 3HG,CCRQ+J8 Bristol,friskafood.com,0117 933 2933,"hello@friskafood.com,polly@friskafood.com,jerome@friskafood.com,ellie@friskafood.com",51.441509,-2.561729,No,Yes,Cafe,3.8,6 reviews,,2 Photos,//geo3.ggpht.com/cbk?panoid=MWpwQ37KXJUO38P5mYc5_g&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=15.44359&pitch=0&thumbfov=100,,8am–4pm,8am–4pm,8am–4pm,8am–4pm,8am–4pm,Closed,Closed,"https://www.google.com/maps/place/Friska+@+HERE/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718ef71c464ea1:0x18b38866b9a612ee!8m2!3d51.441509!4d-2.561729?hl=en",Friska @ HERE51.441509-2.561729
bs4,46,Friska,"Glass Wharf, Bristol BS2 0DW",,Glass Wharf,Bristol,BS2 0DW,FC29+R8 Bristol,friskafood.com,0117 955 5685,"hello@friskafood.com,polly@friskafood.com,jerome@friskafood.com,ellie@friskafood.com",51.4521153,-2.5816393,No,Yes,Cafe,4.5,255 reviews,,70+ Photos,https://lh5.googleusercontent.com/p/AF1QipPtCHzvVmFTj-kKYiALnnvmxTUCl5zd0VmusoE_=w408-h306-k-no,,6:30am–5pm,6:30am–5pm,6:30am–5pm,6:30am–5pm,6:30am–5pm,Closed,Closed,"https://www.google.com/maps/place/Friska/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e64e7543b95:0x663dbe6b7e2add99!8m2!3d51.4521153!4d-2.5816393?hl=en",Friska51.4521153-2.5816393
bs4,45,Arnos Manor Hotel,"470 Bath Rd, Arnos Vale, Bristol BS4 3HQ",470 Bath Rd,Arnos Vale,Bristol,BS4 3HQ,CCRQ+HM Bristol,arnosmanorhotel.co.uk,0117 971 1461,info@arnosmanorhotel.co.uk,51.4414577,-2.560776,No,Yes,,3.5,485 reviews,"Free Wi-Fi, Free parking, Laundry service",718+ Photos,//lh3.googleusercontent.com/proxy/Fg71XAiLWiMO1Bgs0xrF3OQggeHYn_XJldX2q2k4pEG0XyTGETFx7w-pX1F_aym5ppBZBD6C8g9qatrWYglBPQBMCNRTjkNVmlFaInbuqW5d_kPl4dF0MMcCJnuiE6KqOszc-YMWLuNarpDzW8Sn8HpmloQ2lu8=w408-h326-k-no,,,,,,,,,"https://www.google.com/maps/place/Arnos+Manor+Hotel/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718ef71c464ea1:0x9621601c18c3fd13!8m2!3d51.4414577!4d-2.560776?hl=en",Arnos Manor Hotel51.4414577-2.560776
bs4,44,Fi Real,"57 West Street, Old Market, Bristol BS2 0BZ",57 West Street,Old Market,Bristol,BS2 0BZ,FC4C+VW Bristol,fireal.co.uk,0117 329 0090,"contact@fireal.co.uk,contactfireal@gmail.com",51.4572043,-2.5777029,No,Yes,Vegan restaurant,4.7,136 reviews,,74+ Photos,https://lh5.googleusercontent.com/p/AF1QipPSfmXqcyCyCHtcHuwSIIbKJxyfKE97mBfFVGRE=w408-h306-k-no,,1–10pm,1–10pm,1–10pm,1–10pm,Closed,Closed,1–8pm,"https://www.google.com/maps/place/Fi+Real/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e6f3a90ddd7:0x41e5e50b735bbe5f!8m2!3d51.4572043!4d-2.5777029?hl=en",Fi Real51.4572043-2.5777029
bs4,43,Goa Classic | order online,"13 Brislington Hill, City Centre, Bristol BS4 5BE",13 Brislington Hill,City Centre,Bristol,BS4 5BE,CFM3+F4 Bristol,goaclassic.com,0117 977 0071,mrks_777@yahoo.com,51.4337009,-2.5472303,No,Yes,Indian takeaway,4.3,35 reviews,,11 Photos,https://lh5.googleusercontent.com/p/AF1QipNhEqfnizStZFnMpJb30FL5hGrJHRmd6O-36kCs=w408-h306-k-no,,5:30–11:30pm,5:30–11:30pm,5:30–11:30pm,5:30–11:30pm,5:30pm–12am,5:30pm–12am,5:30–11:30pm,"https://www.google.com/maps/place/Goa+Classic+%7C+order+online/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718c6d0536aee3:0xdabba2002c400f68!8m2!3d51.4337009!4d-2.5472303?hl=en",Goa Classic | order online51.4337009-2.5472303
bs4,42,Good Taste,"Wyatts View, St Annes, St Annes Park BS4 4WW",Wyatts View,St Annes,St,Annes Park BS4 4WW,FF33+RX Bristol,sites.google.com,0117 971 7170,,51.4545994,-2.5450307,No,Yes,Chinese Takeaway,4.5,36 reviews,,14 Photos,https://lh5.googleusercontent.com/p/AF1QipMl7MgJ4i8SYNXwrb58jSroAJ4hVYwTli5iaalD=w408-h544-k-no,,5–10pm,5–10pm,5–10pm,5–10pm,5–11pm,5–11pm,5–10pm,"https://www.google.com/maps/place/Good+Taste/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718fad9f3daff1:0x75011d9cba95b1f0!8m2!3d51.4545994!4d-2.5450307?hl=en",Good Taste51.4545994-2.5450307
bs4,41,Mr Crispins,"280 Wells Rd, Bristol BS4 2PU",,280 Wells Rd,Bristol,BS4 2PU,CCPM+62 Bristol,,0117 987 9333,,51.4355196,-2.5674676,No,No,Fish & chips shop,4,17 reviews,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipNtA3qtjC-3QV22Hr76RWhHGRJ0nkdgqgltXRKO=w408-h544-k-no,,"11:30am–2pm, 4–10pm","11:30am–2pm, 4–10pm","11:30am–2pm, 4–10pm",11:30am–10pm,11:30am–10pm,11:30am–10pm,4:30–9pm,"https://www.google.com/maps/place/Mr+Crispins/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718ef2944794bf:0x3af96cf96512bfd1!8m2!3d51.4355196!4d-2.5674676?hl=en",Mr Crispins51.4355196-2.5674676
bs4,40,Pasture,"2 Portwall Ln, Bristol BS1 6NB",,2 Portwall Ln,Bristol,BS1 6NB,CCX6+R6 Bristol,pasturerestaurant.com,07741 193445,info@pasturerestaurant.com,51.449527,-2.589383,Yes,Yes,Steak house,4.8,486 reviews,,364+ Photos,https://lh5.googleusercontent.com/p/AF1QipPTRujMDCW2bLZrw5kgQipqjrFLje5siL_7ldL4=w408-h200-k-no-pi-2.9338646-ya314.51-ro0-fo100,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–2am,12pm–2am,12–6pm,"https://www.google.com/maps/place/Pasture/@51.4423737,-2.5632077,14z/data=!4m9!1m3!2m2!1sbs4+restaurants!6e5!3m4!1s0x48718e7eaba71a03:0x7bd0a229c6663d08!8m2!3d51.449527!4d-2.589383?hl=en",Pasture51.449527-2.589383
