unique_key,gmap_category,Name,Full_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
The Alma Tavern & Theatre51.4625202-2.6147273,bars clubs,The Alma Tavern & Theatre,"18-20, Alma Vale Rd, Avon, Bristol BS8 2HY",Avon,Bristol,BS8 2HY,F97P+24 Bristol,almatavernandtheatre.co.uk,0117 973 5171,,51.4625202,-2.6147273,No,Yes,Pub,4.5,310 reviews,,74+ Photos,https://lh5.googleusercontent.com/p/AF1QipM2vjDdRSKIuE6I4leeLbvKdhMjGzW49fWoe0ui=w408-h272-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–10:30pm,"https://www.google.com/maps/place/The+Alma+Tavern+%26+Theatre/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dc22bbcf833:0x62b87f7942f38455!8m2!3d51.4625202!4d-2.6147273?hl=en"
Broad Plain House51.4254372-2.5913921,bars clubs,Broad Plain House,"Broadbury Rd, Bristol BS4 1NL",Broadbury Rd,Bristol,BS4 1NL,CCG5+5C Bristol,,,,51.4254372,-2.5913921,No,No,Bar,4.6,11 reviews,,5 Photos,https://lh5.googleusercontent.com/p/AF1QipMr3xVS6-mObjei97YMSlu-18e2U7V77crUOzWj=w411-h200-k-no,,7:30–11pm,7:30–11pm,7:30–11pm,7:30–11pm,7:30–11pm,12am–11:30pm,12am–11:30pm,"https://www.google.com/maps/place/Broad+Plain+House/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e9fb795fe13:0x44bbe9ac939497c0!8m2!3d51.4254372!4d-2.5913921?hl=en"
The Longbar51.4556436-2.5825566,bars clubs,The Longbar,"70 Old Market St, Bristol BS2 0EJ",70 Old Market St,Bristol,BS2 0EJ,FC48+7X Bristol,,0117 927 6785,,51.4556436,-2.5825566,No,No,Pub,4.1,101 reviews,,33 Photos,https://lh5.googleusercontent.com/p/AF1QipMN_ZNmuuzwyab2XRLugeLbHnDWMg9HBTXHzGX8=w408-h725-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,9am–11pm,9am–11pm,9am–11pm,"https://www.google.com/maps/place/The+Longbar/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e6ff166a757:0xa8da3cdcb918bffe!8m2!3d51.4556436!4d-2.5825566?hl=en"
Ye Shakespeare51.4516105-2.5871193,bars clubs,Ye Shakespeare,"Victoria St, Bristol BS1 6DR",Victoria St,Bristol,BS1 6DR,FC27+J5 Bristol,yeshakespearebristol.co.uk,0117 903 0955,info@yeshakespearebristol.co.uk,51.4516105,-2.5871193,No,Yes,Pub,3.9,238 reviews,,40 Photos,https://lh5.googleusercontent.com/p/AF1QipMDlVNhjbwz7rqEhGtMrGTzKbGkyC5Rx0EVUXMD=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,Closed,"https://www.google.com/maps/place/Ye+Shakespeare/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e7bbaeddf2b:0x21ec54028d62303c!8m2!3d51.4516105!4d-2.5871193?hl=en"
The Clifton51.4541168-2.618076,bars clubs,The Clifton,"16 Regent St, Bristol BS8 4HG",16 Regent St,Bristol,BS8 4HG,F93J+JQ Bristol,thecliftonbristol.co.uk,0117 974 1967,,51.4541168,-2.618076,No,Yes,Gastropub,4.2,178 reviews,,73+ Photos,https://lh5.googleusercontent.com/p/AF1QipOXkOowkIQELv2QUPgYQ4jdNMBf7BM61h2DZuqQ=w413-h200-k-no,,12–11pm,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12–11pm,"https://www.google.com/maps/place/The+Clifton/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dc877f7d651:0x1cb2a7001bdf6e1f!8m2!3d51.4541168!4d-2.618076?hl=en"
Aluna51.452131-2.596543,bars clubs,Aluna,"4 Broad Quay, Bristol BS1 4DA",4 Broad Quay,Bristol,BS1 4DA,FC23+V9 Bristol,aluna.uk.com,0117 927 6829,"mailbox.xmas@aluna.uk.com,bristol@aluna.uk.com,info@aluna.uk.com",51.452131,-2.596543,No,Yes,Bar,4.3,347 reviews,,204+ Photos,https://lh5.googleusercontent.com/p/AF1QipPQTb81KPadyvXnKbTx1V_UBVrL8KQpi7MLvTlG=w408-h229-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–1:30am,12pm–1:30am,12–11pm,"https://www.google.com/maps/place/Aluna/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dd6335b8d39:0x69589b34d55f4724!8m2!3d51.452131!4d-2.596543?hl=en"
The Yeoman51.4135142-2.5592163,bars clubs,The Yeoman,"700 Wells Rd, Whitchurch, Bristol BS14 9HX",Whitchurch,Bristol,BS14 9HX,CC7R+C8 Bristol,sizzlingpubs.co.uk,01275 892014,,51.4135142,-2.5592163,No,Yes,Bar & grill,3.5,157 reviews,,15 Photos,https://lh5.googleusercontent.com/p/AF1QipO6iWYuLBuscGLB6-IILo-vZuNKTlUCxCa1jSXu=w408-h250-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–11pm,"https://www.google.com/maps/place/The+Yeoman/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718ec58aa0ffc3:0x738347fcd0945e6a!8m2!3d51.4135142!4d-2.5592163?hl=en"
Las Iguanas Bristol - Harbourside51.4501323-2.5997923,bars clubs,Las Iguanas Bristol - Harbourside,"South Bldg Anchor Square, Bristol BS1 5UH",South Bldg Anchor Square,Bristol,BS1 5UH,FC22+33 Bristol,iguanas.co.uk,0117 927 6233,,51.4501323,-2.5997923,No,Yes,Restaurant,4.2,"1,131 reviews",,583+ Photos,https://lh5.googleusercontent.com/p/AF1QipMnnsBqnqgXu-dNFo2F6363n-soF9g9BZAZFoub=w408-h408-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–11:30pm,10am–11:30pm,10am–10:30pm,"https://www.google.com/maps/place/Las+Iguanas+Bristol+-+Harbourside/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dd6976a6d31:0x4be71935a5fe7a92!8m2!3d51.4501323!4d-2.5997923?hl=en"
The Lazy Dog51.4814744-2.582787,bars clubs,The Lazy Dog,"112 Ashley Down Rd, Bristol BS7 9JR",112 Ashley Down Rd,Bristol,BS7 9JR,FCJ8+HV Bristol,thelazydogbristol.com,0117 924 4809,info@thelazydogbristol.com,51.4814744,-2.582787,No,No,Pub,4.5,474 reviews,,72+ Photos,https://lh5.googleusercontent.com/p/AF1QipNI4rMQBlt2m0NQuCKVlB_UGyTz6VUchE_i1nL9=w408-h229-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–10:30pm,"https://www.google.com/maps/place/The+Lazy+Dog/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e1c7fe19a91:0x1597c304bbca0f07!8m2!3d51.4814744!4d-2.582787?hl=en"
Bar 44 Bristol51.4542976-2.6180722,bars clubs,Bar 44 Bristol,"Regent House, Regent St, Bristol BS8 4HG",Regent St,Bristol,BS8 4HG,F93J+PQ Bristol,bar44.co.uk,0333 344 4049,jointheteam@bar44.co.uk,51.4542976,-2.6180722,No,Yes,Spanish restaurant,4.4,68 reviews,,27 Photos,https://lh5.googleusercontent.com/p/AF1QipPzgOIST5LziEKpDP_hIDCr0ZwKz5BhARQX0kNX=w408-h408-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–10:30pm,"https://www.google.com/maps/place/Bar+44+Bristol/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718d955fc76931:0xba25be57626c84c3!8m2!3d51.4542976!4d-2.6180722?hl=en"
Old Bookshop51.4407348-2.6043736,bars clubs,Old Bookshop,"65 North St, Long Ashton, Bristol BS3 1ES",Long Ashton,Bristol,BS3 1ES,C9RW+77 Bristol,theoldbookshop.co.uk,0117 953 5222,"ben@theoldbookshop.co.uk,Ben@TheOldBookshop.co.uk",51.4407348,-2.6043736,No,No,Bar,4.6,296 reviews,,142+ Photos,https://lh5.googleusercontent.com/p/AF1QipMAcom2cnPUx-3un_1rwKXRQLO6sLM_ThBctpDw=w408-h306-k-no,,5–11pm,5–11pm,5–11pm,5–11pm,10:30am–11:30pm,10:30am–11:30pm,12:30–11pm,"https://www.google.com/maps/place/Old+Bookshop/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718c2db040ed7f:0x993b67a065030064!8m2!3d51.4407348!4d-2.6043736?hl=en"
The Mall51.4563938-2.621631,bars clubs,The Mall,"66 The Mall, Bristol BS8 4JG",66 The Mall,Bristol,BS8 4JG,F94H+H8 Bristol,themallpubbristol.co.uk,0117 974 5318,,51.4563938,-2.621631,No,Yes,Gastropub,4,382 reviews,,132+ Photos,https://lh5.googleusercontent.com/p/AF1QipMiFK-YPL4JRwj92OFRZXsQfMrLhTT51UpDYDF8=w408-h272-k-no,,12–11pm,12–11pm,12pm–12am,12pm–12am,12pm–12am,10am–12am,12–11pm,"https://www.google.com/maps/place/The+Mall/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718db86e1ea225:0x416f26b866b8cd6b!8m2!3d51.4563938!4d-2.621631?hl=en"
Racks Bar & Kitchen51.4587472-2.6109345,bars clubs,Racks Bar & Kitchen,"St Paul's Rd, Bristol BS8 1LX",St Paul's Rd,Bristol,BS8 1LX,F95Q+FJ Bristol,racks-bristol.co.uk,0117 974 1626,,51.4587472,-2.6109345,No,Yes,Restaurant,4.1,360 reviews,,123+ Photos,https://lh5.googleusercontent.com/p/AF1QipOwVvDmGNm-HR_gYaH5uQt6hG9arE-jm-KQmbJc=w408-h272-k-no,,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–12am,8am–12am,8am–10pm,"https://www.google.com/maps/place/Racks+Bar+%26+Kitchen/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dc497eb7ecf:0x40fe722dda336bd!8m2!3d51.4587472!4d-2.6109345?hl=en"
BrewDog Bristol51.4536068-2.5924337,bars clubs,BrewDog Bristol,"58 Baldwin St, Bristol BS1 1QW",58 Baldwin St,Bristol,BS1 1QW,FC35+C2 Bristol,brewdog.com,0117 927 9258,"hello@brewdog.com,nas@brewdog.com",51.4536068,-2.5924337,No,Yes,Bar,4.4,"1,261 reviews",,509+ Photos,https://lh5.googleusercontent.com/p/AF1QipME9t9brYM3Zug7x6AGpum5GlM8wCeKH5q-MMs=w408-h306-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–1am,11:30am–1am,12pm–12am,"https://www.google.com/maps/place/BrewDog+Bristol/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e7835586967:0x24a768abbc6ec334!8m2!3d51.4536068!4d-2.5924337?hl=en"
Small Bar51.4518164-2.595027,bars clubs,Small Bar,"31 King St, Bristol BS1 4DZ",31 King St,Bristol,BS1 4DZ,FC23+PX Bristol,smallbar.co.uk,07709 449708,"bristol@smallbar.co.uk,basecontrol@beercloud.uk",51.4518164,-2.595027,Yes,Yes,Bar,4.5,"1,142 reviews",,442+ Photos,https://lh5.googleusercontent.com/p/AF1QipOB554ISkBrJf5ZZ2w-5dfg1dS6DWnNKVTLZ_wl=w408-h306-k-no,,12pm–12:30am,12pm–12:30am,12pm–12:30am,12pm–12:30am,12pm–1am,12pm–1am,12pm–12am,"https://www.google.com/maps/place/Small+Bar/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e788440afcb:0x4d6c80ad935768c8!8m2!3d51.4518164!4d-2.595027?hl=en"
Toto's Wine Bar51.4523039-2.5912151,bars clubs,Toto's Wine Bar,"Communications House, 125 Redcliff St, Bristol BS1 6QR",125 Redcliff St,Bristol,BS1 6QR,FC25+WG Bristol,totoswinebar.com,0117 930 0231,totoswinebar@btconnect.com,51.4523039,-2.5912151,No,Yes,Wine bar,3.8,134 reviews,,78+ Photos,https://lh5.googleusercontent.com/p/AF1QipM4vdLXFmJyUNUHnuShP2yKLoj7lp-xizvtD__F=w408-h229-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,"https://www.google.com/maps/place/Toto's+Wine+Bar/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e790a31bc95:0x141923a6ac8a2f5e!8m2!3d51.4523039!4d-2.5912151?hl=en"
Luna51.4555431-2.6144204,bars clubs,Luna,"15 Richmond Terrace, Avon, Clifton, Bristol BS8 1AA",Clifton,Bristol,BS8 1AA,F94P+66 Bristol,,07943 847464,,51.4555431,-2.6144204,No,Yes,Nightclub,4.5,8 reviews,,86+ Photos,https://lh5.googleusercontent.com/p/AF1QipMP955RkkAjVquo92Z8WD3ptQzw-73a0YyXaB0H=w408-h271-k-no,,Closed,Closed,Closed,8am–12am,10pm–1am,10pm–2am,Closed,"https://www.google.com/maps/place/Luna/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dc60c7b0957:0x9fc3370540a9b6ae!8m2!3d51.4555431!4d-2.6144204?hl=en"
Old Market Tavern51.4561303-2.5820503,bars clubs,Old Market Tavern,"29-30 Old Market St, Bristol BS2 0HB",29-30 Old Market St,Bristol,BS2 0HB,FC49+F5 Bristol,omtbristol.co.uk,0117 922 6123,landlord@omtbristol.co.uk,51.4561303,-2.5820503,No,No,Pub,4.4,237 reviews,,36 Photos,https://lh5.googleusercontent.com/p/AF1QipMuUDttvk2wO2r3xm_csXhC5xdC2jRAZuU4qFP2=w408-h306-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–12am,4pm–12am,11:30am–11pm,"https://www.google.com/maps/place/Old+Market+Tavern/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e6fecb43141:0xfe4449abbfb83dd0!8m2!3d51.4561303!4d-2.5820503?hl=en"
The Three Lions51.4351678-2.6077958,bars clubs,The Three Lions,"206 West St, Bristol BS3 3NB",206 West St,Bristol,BS3 3NB,C9PR+3V Bristol,,0117 902 0056,,51.4351678,-2.6077958,No,No,Pub,4.4,115 reviews,,37 Photos,https://lh5.googleusercontent.com/p/AF1QipPsWucnknvnsgB7CafxBzz1ngN7ataTXlCNHUli=w408-h725-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/The+Three+Lions/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718c303f504623:0x52cba36f9838e258!8m2!3d51.4351678!4d-2.6077958?hl=en"
Channings Hotel51.4587969-2.6142366,bars clubs,Channings Hotel,"20 Pembroke Rd, Bristol BS8 3BB",20 Pembroke Rd,Bristol,BS8 3BB,F95P+G8 Bristol,greeneking-pubs.co.uk,0117 973 3970,824015a79ca041d1a7ac9131bd7ca325@sentry.io,51.4587969,-2.6142366,Yes,Yes,,3.7,347 reviews,Free Wi-Fi,166+ Photos,//lh3.googleusercontent.com/proxy/osbA9r7fTdSR5OaiKufEvn8uxINjkMLYWE6xLaYjd2VRiplO4dnO7WS24j0OhjVAlOBYK4Dr-88GkvRODucyRMX9V35s6VrU3zBLJf1pPrjLc9cV4yFsqWEegyFTepy6ooyYYDyXdrhwEx-YsjL4DzfZpLMOuA=w408-h270-k-no,,,,,,,,,"https://www.google.com/maps/place/Channings+Hotel/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dc4033cb2c9:0x9821cbb9337351aa!8m2!3d51.4587969!4d-2.6142366?hl=en"
The Bootlegger51.4699339-2.5937977,bars clubs,The Bootlegger,"233 Cheltenham Rd, Bristol BS6 5QP",233 Cheltenham Rd,Bristol,BS6 5QP,FC94+XF Bristol,bristolbootlegger.co.uk,0117 942 2700,,51.4699339,-2.5937977,No,Yes,Bar,4.4,246 reviews,,54+ Photos,https://lh5.googleusercontent.com/p/AF1QipOsLocN8295nPrBQBpZmewI3nTlMQrQa67MFUg=w408-h544-k-no,,4pm–1am,4pm–1am,4pm–1am,4pm–1am,4pm–2am,4pm–2am,5pm–1am,"https://www.google.com/maps/place/The+Bootlegger/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e0bcbcbed63:0xe0998b8f0ddfbfa8!8m2!3d51.4699339!4d-2.5937977?hl=en"
The Coronation Tap51.455264-2.6226566,bars clubs,The Coronation Tap,"8 Sion Pl, Clifton, Bristol BS8 4AX",Clifton,Bristol,BS8 4AX,F94G+4W Bristol,thecoronationtap.com,0117 973 9617,cider@thecoronationtap.com,51.455264,-2.6226566,No,No,Cider bar,4.3,159 reviews,,23 Photos,https://lh5.googleusercontent.com/p/AF1QipNw9G1bJ7IdqYL2IdXmR5U0OFbd8-QJh4AZOl9D=w408-h544-k-no,,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,7–11pm,7–11pm,"https://www.google.com/maps/place/The+Coronation+Tap/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718db8379bed7d:0x9dabacfdfa48e118!8m2!3d51.455264!4d-2.6226566?hl=en"
The Gold Bar51.4546688-2.5939157,bars clubs,The Gold Bar,"Harbour Hotel & Spa, 55 Corn St, Bristol BS1 1HQ",55 Corn St,Bristol,BS1 1HQ,FC34+VC Bristol,harbourhotels.co.uk,0844 811 1103,stay@harbourhotels.co.uk,51.4546688,-2.5939157,No,Yes,Bar,4.2,22 reviews,,31 Photos,https://lh5.googleusercontent.com/p/AF1QipMWylnuVFbJsiEIo_HUzF2NMrG2n3olD96OhqN9=w408-h407-k-no,,5pm–12am,5pm–12am,5pm–12am,5pm–12am,12pm–1am,12pm–1am,12–11pm,"https://www.google.com/maps/place/The+Gold+Bar/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e7826da4875:0x650796e96216af9!8m2!3d51.4546688!4d-2.5939157?hl=en"
The Pump House51.4483205-2.6180507,bars clubs,The Pump House,"Merchants Rd, Hotwells, Bristol BS8 4PZ",Hotwells,Bristol,BS8 4PZ,C9XJ+8Q Bristol,the-pumphouse.com,0117 927 2229,info@the-pumphouse.com,51.4483205,-2.6180507,No,Yes,Pub,4.1,627 reviews,,239+ Photos,https://lh5.googleusercontent.com/p/AF1QipPeZynwO1UMLyaeDAFEFEIiC7kddoGfe6cgkj90=w408-h272-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–11pm,"https://www.google.com/maps/place/The+Pump+House/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dca1707c217:0x667025baba767b68!8m2!3d51.4483205!4d-2.6180507?hl=en"
Basement 4551.4535208-2.600734,bars clubs,Basement 45,"8 Frogmore St, Bristol BS1 5NA",8 Frogmore St,Bristol,BS1 5NA,F93X+CP Bristol,basement45.co.uk,0117 929 3554,"djmarkdavis@yahoo.co.uk,djmarkdavis@yahoo.com",51.4535208,-2.600734,No,Yes,Nightclub,4.2,73 reviews,,120+ Photos,https://lh5.googleusercontent.com/p/AF1QipM5JbamOBNxDC41RWD7xfYRDpodfLEqA6Sc-N6r=w408-h273-k-no,,10am–4am,10am–4am,10am–4am,10am–4am,10am–4am,10am–4am,Closed,"https://www.google.com/maps/place/Basement+45/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dd746c18991:0xbe03e1dee4d392b!8m2!3d51.4535208!4d-2.600734?hl=en"
White Lion51.4532238-2.6250329,bars clubs,White Lion,"Avon Gorge Hotel, Sion Hill, Bristol BS8 4LD",Sion Hill,Bristol,BS8 4LD,F93F+7X Bristol,theavongorge.com,0117 973 8955,rooms@theavongorge.com,51.4532238,-2.6250329,No,Yes,,3.6,460 reviews,,203+ Photos,https://lh5.googleusercontent.com/p/AF1QipNogRNeJQRkPYWq2koAAPfDMuB409EdNb4baVKc=w408-h306-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/White+Lion/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718db7131d74e3:0x70f5b985b60d9380!8m2!3d51.4532238!4d-2.6250329?hl=en"
The Milk Thistle51.4550433-2.5957496,bars clubs,The Milk Thistle,"Quay Head House, Colston Ave, Bristol BS1 1EB",Colston Ave,Bristol,BS1 1EB,FC43+2P Bristol,milkthistlebristol.com,0117 929 4429,Info@milkthistlebristol.com,51.4550433,-2.5957496,Yes,Yes,Bar,4.5,382 reviews,,249+ Photos,https://lh5.googleusercontent.com/p/AF1QipN9XRuoBQA6rC5AR_Glw_0oh5uGBm1JgogohfzH=w408-h306-k-no,,5pm–1am,5pm–1am,5pm–1am,5pm–1am,5pm–2am,6pm–2am,Closed,"https://www.google.com/maps/place/The+Milk+Thistle/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e77fe3ca629:0x2edbd7be781fe209!8m2!3d51.4550433!4d-2.5957496?hl=en"
The Prince Street Social51.4504495-2.5963417,bars clubs,The Prince Street Social,"37-41 Prince St, Bristol BS1 4PS",37-41 Prince St,Bristol,BS1 4PS,FC23+5F Bristol,princestreetsocial.com,0117 405 8949,,51.4504495,-2.5963417,No,Yes,Restaurant,4.2,271 reviews,,107+ Photos,https://lh5.googleusercontent.com/p/AF1QipN8V7omGlT3s4p18ZByLi_sIL51iz80RjuJR8go=w408-h229-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–11:30pm,10am–11:30pm,10am–6pm,"https://www.google.com/maps/place/The+Prince+Street+Social/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dd61122899b:0xb5322ff02c4208cf!8m2!3d51.4504495!4d-2.5963417?hl=en"
Pitcher & Piano51.4500635-2.5986371,bars clubs,Pitcher & Piano,"V Shed, Canon's Rd, Bristol BS1 5UH",Canon's Rd,Bristol,BS1 5UH,FC22+2G Bristol,pitcherandpiano.com,0117 929 9652,"birmingham@pitcherandpiano.com,brighton@pitcherandpiano.com,bristol@pitcherandpiano.com,derby@pitcherandpiano.com,harrogate@pitcherandpiano.com,hitchin@pitcherandpiano.com,cornhill@pitcherandpiano.com,richmond@pitcherandpiano.com,newcastle@pitcherandpiano.com,nottingham@pitcherandpiano.com,reading@pitcherandpiano.com,sheffield@pitcherandpiano.com,southampton@pitcherandpiano.com,swansea@pitcherandpiano.com,taunton@pitcherandpiano.com,tunbridgewells@pitcherandpiano.com,winchester@pitcherandpiano.com,york@pitcherandpiano.com,joinus@pitcherandpiano.com",51.4500635,-2.5986371,No,Yes,Pub,3.8,"1,011 reviews",,403+ Photos,https://lh5.googleusercontent.com/p/AF1QipMA77E5UhaQGvCwP3_AIkqlUbR_VXiut3nywVSc=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–12am,10am–1am,10am–1am,10am–11pm,"https://www.google.com/maps/place/Pitcher+%26+Piano/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dd66028c981:0x3e37297f6ca3ad12!8m2!3d51.4500635!4d-2.5986371?hl=en"
LeftBank Bar51.4648534-2.5898108,bars clubs,LeftBank Bar,"128 Cheltenham Rd, Bristol BS6 5RW",128 Cheltenham Rd,Bristol,BS6 5RW,FC76+W3 Bristol,leftbankbar.co.uk,07746 720354,"leftbankcentre.bristol@gmail.com,info@mysite.com,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com",51.4648534,-2.5898108,No,Yes,Bar,4.5,138 reviews,,28+ Photos,https://lh5.googleusercontent.com/p/AF1QipODXQubrvD4xU93wnM8_NGcVijnbOcYo9_j4eYi=w408-h229-k-no,,Closed,8pm–1am,8pm–1am,8pm–1am,8pm–2am,8pm–2am,8pm–1am,"https://www.google.com/maps/place/LeftBank+Bar/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e73500c37c7:0x13389b567dc27189!8m2!3d51.4648534!4d-2.5898108?hl=en"
Greenhouse51.4524888-2.5994771,bars clubs,Greenhouse,"37 College Green, Bristol BS1 5SP",37 College Green,Bristol,BS1 5SP,FC22+X6 Bristol,greenhouse-bristol.co.uk,0117 927 6426,greenhouse.bristol@stonegatepubs.com,51.4524888,-2.5994771,No,Yes,Pub,3.9,511 reviews,,99+ Photos,https://lh5.googleusercontent.com/p/AF1QipPizEDbOsrPVJn046oSRgPh7981hGXI-khknHHN=w408-h306-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–12am,11:30am–2am,12pm–2am,12–11pm,"https://www.google.com/maps/place/Greenhouse/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718dd71b453f43:0x8990cab345923ebe!8m2!3d51.4524888!4d-2.5994771?hl=en"
The Bank Tavern51.456158-2.593921,bars clubs,The Bank Tavern,"8 John St, City Centre, Bristol BS1 2HR",City Centre,Bristol,BS1 2HR,FC44+FC Bristol,banktavern.com,0117 930 4691,"landlord@banktavern.com,LANDLORD@BANKTAVERN.COM",51.456158,-2.593921,Yes,Yes,Pub,4.5,415 reviews,,163+ Photos,https://lh5.googleusercontent.com/p/AF1QipMJOqfMKsn8fsGi9w9iXksNWyDon4U1QwKlxgpl=w408-h200-k-no-pi-2.9338646-ya46.500008-ro0-fo100,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–1am,12pm–12am,"https://www.google.com/maps/place/The+Bank+Tavern/@51.4371258,-2.6445282,12z/data=!4m9!1m3!2m2!1sbs41+bars+clubs!6e5!3m4!1s0x48718e779421fb5f:0x75c03f3575b81fcb!8m2!3d51.456158!4d-2.593921?hl=en"
