unique_key,gmap_category,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
Opa-Opa Greek Food1302.65248186749,restaurant,Opa-Opa Greek Food,"Doi Băieți, Strada Ciurchi nr.153, Iași 707252, Romania","Doi Băieți,  Strada Ciurchi nr.153",Iași 707252,Romania,a,"5J4F+8Q Iași, Romania",facebook.com,+40 720 672 672,,47.1557578,27.6244629,No,No,Fast food restaurant,4,-32,,7 Photos,https://lh5.googleusercontent.com/p/AF1QipOXD20weLckeI5M0pE2q2ufb0XgGSdIBNOOZ2qa=w408-h272-k-no,,8am–10pm,8am–10pm,8am–10pm,8am–10pm,8am–10pm,8am–10pm,10am–6pm,"https://www.google.com/maps/place/Opa-Opa+Greek+Food/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafba1fe47412d:0x21543fc95b5cc63b!8m2!3d47.1557578!4d27.6244629?hl=en"
La Ionică1300.79242443264,restaurant,La Ionică,"Strada Mitropolit Varlaam 17, Iași, Romania",Strada Mitropolit Varlaam 17,Iași,Romania,a,"4HWR+2G Iași, Romania",laionica.ro,+40 740 700 525,,47.1451065,27.5912501,No,No,Fast food restaurant,3.8,-26,,,//geo0.ggpht.com/cbk?panoid=eyckiHi4qdYoQXZOfnVcEg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=319.76834&pitch=0&thumbfov=100,,8am–5pm,8am–5pm,8am–5pm,8am–5pm,8am–5pm,8am–5pm,Closed,"https://www.google.com/maps/place/La+Ionic%C4%83/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbbb7e9911b1:0xe524f7fe1a5480fa!8m2!3d47.1451065!4d27.5912501?hl=en"
Hotel Eden1301.02895157831,restaurant,Hotel Eden,"Strada Sfântul Sava 1, Iași 700073, Romania",Strada Sfântul Sava 1,Iași 700073,Romania,a,"5H6P+QH Iași, Romania",hotels-eden.ro,+40 735 160 605,,47.1619603,27.5864053,No,Yes,,3.4,-18,"Restaurant, Bar",4 Photos,https://lh5.googleusercontent.com/p/AF1QipM-2GAXXCjREKuyVLSvyhIbz_alkDaFm7Wu2eUf=w408-h546-k-no,Edentur,,,,,,,,"https://www.google.com/maps/place/Hotel+Eden/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb77f3f0e15b:0x9347c53bec09e1fe!8m2!3d47.1619603!4d27.5864053?hl=en"
Cafeneaua Piața Unirii1300.87718155724,restaurant,Cafeneaua Piața Unirii,"Piața Unirii nr. 6, Iași 700055, Romania",Piața Unirii nr. 6,Iași 700055,Romania,a,"5H8J+F8 Iași, Romania",,+40 743 663 903,,47.166126,27.5807511,No,Yes,Bistro,4.3,-872,,177+ Photos,https://lh5.googleusercontent.com/p/AF1QipOhr3krrx4FFipPbG1imTC_IeEP6Jv-vpKSq3P3=w426-h240-k-no,,8:30am–5am,8:30am–5am,8:30am–5am,8:30am–5am,8:30am–5am,8:30am–5am,8:30am–5am,"https://www.google.com/maps/place/Cafeneaua+Pia%C8%9Ba+Unirii/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb7a4e6ee37f:0xc4f2300bdfefc3c3!8m2!3d47.166126!4d27.5807511?hl=en"
Bizantique1300.25375338559,restaurant,Bizantique,"Strada Străpungere Silvestru 36, Iași 707305, Romania",Strada Străpungere Silvestru 36,Iași 707305,Romania,a,"5H98+Q6 Iași, Romania",,,,47.1694728,27.5655774,No,No,Restaurant,4.7,-3,,,//geo0.ggpht.com/cbk?panoid=LATWF9eNGyBBoYYHJ3w4iQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=34.69067&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Bizantique/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb67b37b277d:0xf8126687e51e59bb!8m2!3d47.1694728!4d27.5655774?hl=en"
Kiwan'S1300.83136355307,restaurant,Kiwan'S,"Iași, Romania",,Iași,Romania,a,"5H7J+FF Iași, Romania",facebook.com,+40 732 226 760,,47.1636561,27.581224,No,No,Restaurant,4.2,-63,,14 Photos,https://lh5.googleusercontent.com/p/AF1QipNALk7vSyq1BMfEmRVhRNBzTM34j-OYlihs3ul7=w426-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/Kiwan'S/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb47a3fb0799:0xedcfcf4697714a62!8m2!3d47.1636561!4d27.581224?hl=en"
Arez1300.85137225086,restaurant,Arez,"Fundacul Mitocul Maicilor, Iași 700259, Romania",Fundacul Mitocul Maicilor,Iași 700259,Romania,a,"5H9H+5M Iași, Romania",,+40 755 342 665,,47.1679484,27.5791383,No,No,Lebanese restaurant,4.3,-22,,16 Photos,https://lh5.googleusercontent.com/p/AF1QipMdb-g5bw6RlB31QrnjzafozjArgWsbKlHzDOxi=w426-h240-k-no,,10am–6pm,10am–6pm,10am–6pm,10am–6pm,10am–6pm,Closed,Open 24 hours,"https://www.google.com/maps/place/Arez/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb7b3e0082a9:0x8bde99b523fd514c!8m2!3d47.1679484!4d27.5791383?hl=en"
Sushi Master1299.98855569381,restaurant,Sushi Master,"Piața Voievozilor A9, Iași, Romania",Piața Voievozilor A9,Iași,Romania,a,"5H77+2H Iași, Romania",sushimaster.ro,+40 787 614 447,,47.1625871,27.5639789,No,Yes,Japanese restaurant,4.5,-74,,37+ Photos,https://lh5.googleusercontent.com/p/AF1QipOLqvJTFD7cYn9Sg_mGeBN4zTK6OWj18i8yME3y=w408-h271-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Sushi+Master/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb2899e8af49:0xa0fee9c7da0c6ce8!8m2!3d47.1625871!4d27.5639789?hl=en"
Lee's Catering1300.58756317121,restaurant,Lee's Catering,"Bulevardul Poitiers 12, Iași 707317, Romania",Bulevardul Poitiers 12,Iași 707317,Romania,a,"4HPR+GR Iași, Romania",ladiesleesspa.ro,+40 755 219 999,,47.136345,27.5920325,No,Yes,Beauty Salon,4.1,-31,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipMoAkAOeWweBWfzx6tbUJ-WOaaFQAEKbIdtxPW6=w427-h240-k-no,Ladies Lee's Spa,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,Closed,"https://www.google.com/maps/place/Lee's+Catering/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbb65b10c49b:0x52b15790418fc5ea!8m2!3d47.136345!4d27.5920325?hl=en"
Gogoșerie Fast-Food EKT1300.19412818831,restaurant,Gogoșerie Fast-Food EKT,"Unnamed Road, Iași, Romania",Unnamed Road,Iași,Romania,a,"4HVJ+22 Iași, Romania",,,,47.1425263,27.580069,No,No,Fast food restaurant,,,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipMH5ZHFnxwbCUm6Qxbplr_atXEbRliyVsyEirSw=w408-h594-k-no,,,,,,,,,"https://www.google.com/maps/place/Gogo%C8%99erie+Fast-Food+EKT/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb290b4b1947:0xe2b914b9ead3ea5f!8m2!3d47.1425263!4d27.580069?hl=en"
La Taifas1301.67410607355,restaurant,La Taifas,"Șoseaua Bucium nr. 54, Iași 700284, Romania",Șoseaua Bucium nr. 54,Iași 700284,Romania,a,"4JFF+74 Iași, Romania",restaurantlataifas.ro,+40 232 262 626,,47.1232404,27.6227631,No,No,Restaurant,3.9,-211,,125+ Photos,https://lh5.googleusercontent.com/p/AF1QipM1FWhaQDA0RS0GLYeXseaQLbT0O3ZZTcrNvKYG=w408-h306-k-no,,9am–11pm,9am–11pm,9am–11pm,9am–11pm,9am–11pm,9am–11pm,9am–11pm,"https://www.google.com/maps/place/La+Taifas/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40caf97f3ccd8881:0x2c9c39c16232c0b6!8m2!3d47.1232404!4d27.6227631?hl=en"
Mamma Mia1300.7948373564,restaurant,Mamma Mia,"Bulevardul Ștefan cel Mare și Sfânt nr. 10 - 12, Iași 700204, Romania",Bulevardul Ștefan cel Mare și Sfânt nr. 10 - 12,Iași 700204,Romania,a,"5H7J+M3 Iași, Romania",mammamia.ro,+40 762 662 642,,47.1641485,27.5801616,No,Yes,Restaurant,4.3,"-1,270",,332+ Photos,https://lh5.googleusercontent.com/p/AF1QipOHruvs65r9ORTAlrQ8QDSUedV92kLL2nsglH5u=w408-h271-k-no,,10am–11:30pm,10am–11:30pm,10am–8:30pm,10am–11:30pm,10am–11:30pm,10am–11:30pm,10am–11:30pm,"https://www.google.com/maps/place/Mamma+Mia/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb7a05d7aba3:0x710a86ceaef5dc61!8m2!3d47.1641485!4d27.5801616?hl=en"
Food and Coffee Corner1302.1250823708,restaurant,Food and Coffee Corner,"Strada Vasile Lupu 67, Iași 700259, Romania",Strada Vasile Lupu 67,Iași 700259,Romania,a,"5J66+37 Iași, Romania",,+40 755 921 687,,47.1601795,27.6106897,No,No,Fast food restaurant,5,-1,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipMW2lHlTJ8lz85WFrCIIP5Q7LBYL61wafgad1vu=w408-h374-k-no,,8am–6pm,8am–6pm,8am–6pm,8am–6pm,8am–6pm,Closed,Closed,"https://www.google.com/maps/place/Food+and+Coffee+Corner/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb3f84033c67:0xdadb9156917063d5!8m2!3d47.1601795!4d27.6106897?hl=en"
Take&Eat1301.30183993421,restaurant,Take&Eat,"Strada Otilia Cazimir, Iași, Romania",Strada Otilia Cazimir,Iași,Romania,a,"5H5V+PG Iași, Romania",takeandeat.ro,+40 755 517 555,,47.1592612,27.5937707,No,No,Restaurant,3,-2,,,//geo0.ggpht.com/cbk?panoid=uh1IcP2BCZspDm63TfB-Tw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=359.02536&pitch=0&thumbfov=100,,7am–10pm,7am–10pm,7am–10pm,7am–10pm,7am–10pm,7am–10pm,7am–10pm,"https://www.google.com/maps/place/Take%26Eat/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9b5f7e94a3:0xaf61e7b8ad58b354!8m2!3d47.1592612!4d27.5937707?hl=en"
Crepes Charmees1300.88518912757,restaurant,Crepes Charmees,"Bulevardul Ștefan cel Mare și Sfânt 52, Iași 700259, Romania",Bulevardul Ștefan cel Mare și Sfânt 52,Iași 700259,Romania,a,"5H6M+9H Iași, Romania",,,,47.1609639,27.5839398,No,No,Restaurant,,,,,//geo2.ggpht.com/cbk?panoid=DzRl28HRYLIxpQujt8vSNQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=102.30824&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Crepes+Charmees/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbaa2cf7c45b:0xb9d4e29813743dbf!8m2!3d47.1609639!4d27.5839398?hl=en"
Pizza Delicio1301.24805945023,restaurant,Pizza Delicio,"Calea Chișinăului nr. 6, Iași 700259, Romania",Calea Chișinăului nr. 6,Iași 700259,Romania,a,"4HXX+4P Iași, Romania",pizzadelicio.ro,+40 332 404 400,,47.1478564,27.5993048,No,No,Restaurant,3.1,-105,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipNpiWXLjKJtsU8jzzRZsA9e8xExeQQ-HdYRsT8C=w408-h544-k-no,,10am–12am,10am–12am,10am–12am,10am–12am,10am–12am,10am–12am,10am–12am,"https://www.google.com/maps/place/Pizza+Delicio/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbbe0622ed5f:0xec50ca1ca4c946ce!8m2!3d47.1478564!4d27.5993048?hl=en"
Golden Stone1302.45885066519,restaurant,Golden Stone,"Iași, Romania",,Iași,Romania,a,"5JM3+2V Iași, Romania",goldenstone.ro,,,47.1825449,27.6046757,No,Yes,Restaurant,4.1,-300,,348+ Photos,https://lh5.googleusercontent.com/p/AF1QipOetf2uEI5-nrg5LkZQmv2vvOY97Z3a66Ta5EFn=w408-h271-k-no,,,,,,,,,"https://www.google.com/maps/place/Golden+Stone/@47.1825449,27.5871662,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafc890c0546a1:0x945fb1435eb7ada5!8m2!3d47.1825449!4d27.6046757?hl=en"
All Seasons1302.28856179605,restaurant,All Seasons,"Șoseaua Bucium nr. 165, Iași, Romania",Șoseaua Bucium nr. 165,Iași,Romania,a,"3JXX+JX Iași, Romania",,+40 232 890 848,,47.0990457,27.6499989,No,Yes,,4.4,-268,"Child friendly, Restaurant",334+ Photos,https://lh5.googleusercontent.com/p/AF1QipNcksrf9kCDrEqiI8WlS6-6SDHWGwZU7od3qZ9I=w408-h271-k-no,,,,,,,,,"https://www.google.com/maps/place/All+Seasons/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40caf9b511ed1b55:0x8fab7da2faa5f42a!8m2!3d47.0990457!4d27.6499989?hl=en"
Restaurant Pizza Park Iasi1300.18060614757,restaurant,Restaurant Pizza Park Iasi,"Strada Gloriei 29, Iași, Romania",Strada Gloriei 29,Iași,Romania,a,"4HQJ+JP Iași, Romania",restaurantpizzapark.ro,+40 232 246 728,,47.1391094,27.5817813,No,Yes,Restaurant,4.2,-67,,104+ Photos,,,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,"https://www.google.com/maps/place/Restaurant+Pizza+Park+Iasi/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbb1da3a8db9:0x247327afc3797f37!8m2!3d47.1391094!4d27.5817813?hl=en"
Friend's Food & Garden1300.76877413548,restaurant,Friend's Food & Garden,"Bulevardul Carol I, Iași, Romania",Bulevardul Carol I,Iași,Romania,a,"5HCG+M3 Iași, Romania",m.facebook.com,+40 726 196 323,,47.1717479,27.5751659,No,No,Restaurant,4.1,-71,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipNo73hI48A9XgGfRarQPKdG5Luo-NxnpveGzQL8=w408-h306-k-no,,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,"https://www.google.com/maps/place/Friend's+Food+%26+Garden/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafcb0fed83581:0x879416a0165e734f!8m2!3d47.1717479!4d27.5751659?hl=en"
Fryzjer1301.2095797291,restaurant,Fryzjer,"Strada Sfântul Lazăr 2, Iași 700259, Romania",Strada Sfântul Lazăr 2,Iași 700259,Romania,a,"5H6R+4F Iași, Romania",,,,47.1603521,27.5911761,No,No,Restaurant,,,,,//geo2.ggpht.com/cbk?panoid=7tnYuD4DgXUEhoRLGJXnaQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=219.39142&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Fryzjer/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9cda3a6275:0xd4a7ea848b39f0e!8m2!3d47.1603521!4d27.5911761?hl=en"
Catering Iasi1300.97944292721,restaurant,Catering Iasi,"Strada Mitropolit Veniamin Costache, Iași, Romania",Strada Mitropolit Veniamin Costache,Iași,Romania,a,"4HVW+R6 Iași, Romania",cateringiasi.com.ro,+40 751 624 703,,47.1445618,27.5955358,No,Yes,Catering,3.5,-4,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipMxWA9g4FOrCgiQFM4ixILwnuhtB5pd4rl2jJ0_=w408-h725-k-no,,8am–9pm,8am–9pm,8am–9pm,8am–9pm,8am–9pm,8am–9pm,Closed,"https://www.google.com/maps/place/Catering+Iasi/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbbc0212cc4b:0x87b5fd9a4f4f5804!8m2!3d47.1445618!4d27.5955358?hl=en"
College Bar1300.74097529814,restaurant,College Bar,"Aleea Veronica Micle nr. 2, Iași 700505, Romania",Aleea Veronica Micle nr. 2,Iași 700505,Romania,a,"5HFF+H8 Iași, Romania",collegebar.ro,+40 740 118 447,,47.173918,27.5733081,No,Yes,Bar & grill,4.3,-453,,86+ Photos,https://lh5.googleusercontent.com/p/AF1QipN07xF7GzpU1u76YFbwTh8yKyEOtN83xp2gCZ85=w408-h306-k-no,,9am–12am,9am–12am,9am–12am,9am–12am,9am–12am,9am–12am,9am–12am,"https://www.google.com/maps/place/College+Bar/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb619c4305bb:0x18cb5408132549d5!8m2!3d47.173918!4d27.5733081?hl=en"
Street Burger Iasi1299.79330072181,restaurant,Street Burger Iasi,"Șoseaua Tudor Neculai Nr. 60, Iași 700732, Romania",Șoseaua Tudor Neculai Nr. 60,Iași 700732,Romania,a,"4HVC+F8 Iași, Romania",facebook.com,+40 751 578 683,,47.143719,27.570869,No,Yes,Hamburger restaurant,4.8,-6,,3 Photos,//geo0.ggpht.com/cbk?panoid=-yFhSPBqxJ876wg4eK69gA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=35.61309&pitch=0&thumbfov=100,,9am–7pm,9am–7pm,9am–7pm,9am–7pm,9am–7pm,9am–3pm,Closed,"https://www.google.com/maps/place/Street+Burger+Iasi/@47.1526102,27.5748252,14z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafba14e55b25b:0x859c32756ebb5013!8m2!3d47.143719!4d27.570869?hl=en"
Centrul Vechi1300.82281864819,restaurant,Centrul Vechi,"Strada Alexandru Lăpușneanu nr.1, Iași 700057, Romania",Strada Alexandru Lăpușneanu nr.1,Iași 700057,Romania,a,"5H8H+JP Iași, Romania",,+40 232 233 888,,47.166616,27.579312,No,Yes,Restaurant,4.2,-24,,15 Photos,https://lh5.googleusercontent.com/p/AF1QipNmQNANyJRFFw0LLNuxdCueEZ_DDKiEn0iJ2zit=w426-h240-k-no,Restaurant Centrul Vechi,,,,,,,,"https://www.google.com/maps/place/Centrul+Vechi/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb7afc3e63f3:0x666c2cb306cf204a!8m2!3d47.166616!4d27.579312?hl=en"
Take&Eat1301.1532865635,restaurant,Take&Eat,"Strada Anastasie Panu nr. 26, Iași 700259, Romania",Strada Anastasie Panu nr. 26,Iași 700259,Romania,a,"5H6R+42 Iași, Romania",takeandeat.ro,+40 755 517 555,,47.1602756,27.5900272,No,Yes,Fast food restaurant,,,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipMQlTh5eJyVTVYYYCxcyvhp5lev3erx2Zs0LiCd=w408-h271-k-no,,8am–4pm,8am–4pm,8am–4pm,8am–4pm,8am–4pm,Closed,Closed,"https://www.google.com/maps/place/Take%26Eat/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9d219d8f89:0xbd8cad0a79f419cb!8m2!3d47.1602756!4d27.5900272?hl=en"
Cinema Bistro1300.82280562614,restaurant,Cinema Bistro,"Strada Alexandru Lăpușneanu nr. 16, Iași 700057, Romania",Strada Alexandru Lăpușneanu nr. 16,Iași 700057,Romania,a,"5H9H+4C Iași, Romania",cinemabistro.ro,+40 745 246 362,,47.167811,27.578613,No,Yes,Bistro,4.4,-254,,54+ Photos,https://lh5.googleusercontent.com/p/AF1QipNCW_KWEX4XT67K_DTWMrm-e5vW798IJOf2cFxA=w426-h240-k-no,,9am–11pm,9am–11pm,9am–11pm,9am–11pm,9am–11pm,9am–11pm,9am–11pm,"https://www.google.com/maps/place/Cinema+Bistro/@47.1525917,27.5879551,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb7b3c91b74d:0x74a945bb5a7e4a6a!8m2!3d47.167811!4d27.578613?hl=en"
Curtea Berarilor Timișoreana1300.83368553284,restaurant,Curtea Berarilor Timișoreana,"Bulevardul Ștefan cel Mare și Sfânt nr. 10, Iași 700063, Romania",Bulevardul Ștefan cel Mare și Sfânt nr. 10,Iași 700063,Romania,a,"5H7J+2Q Iași, Romania",,+40 725 636 158,,47.1626242,27.5818767,No,No,Microbrewery,4,-591,,105+ Photos,https://lh5.googleusercontent.com/p/AF1QipPCzVBJkA5aAov50-ZU2zPXh9SAZv3hvxOGvhwJ=w408-h306-k-no,,9am–1am,9am–1am,9am–3am,9am–1am,12pm–4am,12pm–4am,12pm–2am,"https://www.google.com/maps/place/Curtea+Berarilor+Timi%C8%99oreana/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb77415d8b05:0xffd71551a863a142!8m2!3d47.1626242!4d27.5818767?hl=en"
Kebap House1300.96880839495,restaurant,Kebap House,"Iași, Romania",,Iași,Romania,a,"5H4Q+2M Iași, Romania",palasmall.ro,+40 756 325 454,,47.1551134,27.5891354,No,No,Kebab Shop,2.9,-12,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipPP4_Iv2YsChaDum9hwJhmvclrd0vStx8BEApU9=w408-h306-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Kebap+House/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9eb57a5a77:0xaa0403a4fb5a0fbe!8m2!3d47.1551134!4d27.5891354?hl=en"
Umami1300.64989769348,restaurant,Umami,"Strada Sfântul Petru Movilă nr. 59, Iași 700259, Romania",Strada Sfântul Petru Movilă nr. 59,Iași 700259,Romania,a,"5H6H+MC Iași, Romania",umami.com.ro,+40 743 511 330,,47.1616768,27.5785338,No,No,Pizza restaurant,4.6,-32,,5 Photos,https://lh5.googleusercontent.com/p/AF1QipOWT9dsAtKYPnsUs8oSa7GwOgfktmKhUbOgh0hQ=w408-h258-k-no,,9:30am–12am,9:30am–12am,9:30am–12am,9:30am–12am,9:30am–12am,9:30am–12am,9:30am–12am,"https://www.google.com/maps/place/Umami/@47.1616768,27.5741564,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb7129882afd:0x96f284593c75f626!8m2!3d47.1616768!4d27.5785338?hl=en"
Restaurant Poitiers1301.18537320629,restaurant,Restaurant Poitiers,"Bulevardul Poitiers nr. 2, Iași 700671, Romania",Bulevardul Poitiers nr. 2,Iași 700671,Romania,a,"4JP3+VM Iași, Romania",,+40 757 027 091,,47.1372124,27.6042071,No,No,Restaurant,4,-81,,27 Photos,https://lh5.googleusercontent.com/p/AF1QipOk9rRmq1Yvx55rroX_rvo2ZX3-IVHCGB8JZmnC=w408-h271-k-no,,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,"https://www.google.com/maps/place/Restaurant+Poitiers/@47.1372124,27.5998297,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbc6045bd6b1:0xd3db7707dd80db4a!8m2!3d47.1372124!4d27.6042071?hl=en"
Cafeteria Cappuccini1300.89746421708,restaurant,Cafeteria Cappuccini,"Strada Palat 3, Iași 700259, Romania",Strada Palat 3,Iași 700259,Romania,a,"5H4P+8V Iași, Romania",,,,47.1557553,27.5872469,No,No,Beer garden,5,-1,,,//geo1.ggpht.com/cbk?panoid=tIOXkpJrv4cXcj_L9tCIYw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=295.69598&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Cafeteria+Cappuccini/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9e939c026f:0x20622a01a4b64362!8m2!3d47.1557553!4d27.5872469?hl=en"
